Facility ID,Facility Type,License Number,Licensed Facility Name,Address,Address 2,City,State,Zip Code,County,Telephone,Fax,Email,License Expiration Date,Licensed Owner,Owner Address,Owner City/State/Zip,Owner Description,Administrator,Title,Hospital Bed Total,Georeference
NJ23415,AMBULATORY SURGICAL CENTER,23415,HEALTH EAST AMBULATORY SURGICAL CENTER,54 SOUTH DEAN STREET,,ENGLEWOOD,NJ,07631,BERGEN,(201) 871-0010,(201) 608-7105,nick@healtheastmedical.com,02/28/2021,HEALTH EAST AMBULATORY SURGICAL CENTER,54 SOUTH DEAN STREET,"ENGLEWOOD, NJ  07631",Profit - LLC,Ms. STACEY MOURKAKOS,,,POINT (-73.97569698899997 40.89205500700007)
NJ1492,AMBULATORY CARE FACILITY,1492,SANTO LOCONTE CHILD ADVOCACY CENTER,156 BARCLAY STREET,,PATERSON,NJ,07503,PASSAIC,(973) 754-2002,,,01/31/2022,ST. JOSEPH'S UNIVERSITY MEDICAL CENTER,703 MAIN STREET,"PATERSON, NJ  07503",Non-Profit - Religious Affiliation,Mr. KEVIN SLAVIN,,,POINT (-74.16733797399996 40.901986012000066)
NJ22233,AMBULATORY CARE FACILITY,22233,HUNTERDON FAMILY MEDICINE AT PHILLIPS-BARBER,72 ALEXANDER AVENUE,,LAMBERTVILLE,NJ,08530,HUNTERDON,(609) 397-3535,(609) 397-0301,Pbehot@hhsnj.org,03/31/2021,HUNTERDON MEDICAL CENTER,2100 WESTCOTT DRIVE,"FLEMINGTON, NJ  08822",,Dr. JOHN WATERS,,,POINT (-74.94196496699993 40.375813004000065)
NJ1446,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1446,MERIDIAN REHABILITATION OUTPATIENT THERAPY CENTER AT BRICK,1686 ROUTE 88,,BRICK,NJ,08724,OCEAN,(732) 836-4368,(732) 836-4012,jason.kreitner@hmhn.org,12/31/2021,HMH HOSPITALS CORPORATION,343 THORNALL STREET 8TH FL,"EDISON, NJ  08837",Non-Profit - Hospital,. JASON KREITNER,,,POINT (-74.13352782899995 40.07324127500004)
NJ22379,AMBULATORY CARE FACILITY,22379,"PLANNED PARENTHOOD OF NORTHERN, CENTRAL AND SOUTHERN NEW JERSEY, INC.",317 BROADWAY,,CAMDEN,NJ,08103,CAMDEN,(856) 365-3519,(856) 365-9215,lynn.brown@ppsnj.org,04/30/2021,PLANNED PARENTHOOD OF NCSNJ,317 SO.  BROADWAY,"CAMDEN, NJ  08103",Non-Profit - Corporation,Ms. TRISTE BROOKS,,,POINT (-75.11951697799998 39.94094498900006)
NJR24588,,R24588,VASCULAR ACCESS CENTER OF CENTRAL NEW JERSEY,"1 WILLS WAY,  CENTRAL NJ MEDICAL PARK",,PISCATAWAY,NJ,08854,MIDDLESEX,(732) 529-0223,(732) 592-0225,mthompson@vascularcenters.com,07/31/2021,JAMES F MC GUCKIN MD OF NJ PA 1,"4622 BLACK HORSE PIKE, SUITE 102","MAYS LANDING, NJ  08330",Profit - Individual,Ms. JUDEANNE PAK,R.N.,,POINT (-74.47509396599997 40.553452019000076)
NJ23176,AMBULATORY CARE FACILITY,23176,ATRIUM DIAGNOSTIC IMAGING. L.L.C.,"224 TAYLORS MILLS ROAD, SUITE 108",,MANALAPAN,NJ,07726,MONMOUTH,(732) 431-7600,(732) 431-1606,atriumimaging@aol.com,10/31/2021,"ATRIUM DIAGNOSTIC IMAGING, LLC","224 TAYLORS MILLS ROAD, SUITE 108","MANALAPAN, NJ  07726",,Ms. PAULETTE CLAY,,,POINT (-74.30589401799995 40.30291701700003)
NJ1102,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1102,KENNEDY SLEEP CENTER OF WASHINGTON TOWNSHIP,"400 MEDICAL CENTER DRIVE, SUITE D",,SEWELL,NJ,08080,GLOUCESTER,(856) 346-7896,(856) 234-5010,jw.devine@kennedyhealth.org,12/31/2021,"KENNEDY UNIVERSITY HOSPITAL, INC. (WASHINGTON TWP",435 HURFVILLE-CROSSKEYS ROAD,"TURNERSVILLE, NJ  08012",Non-Profit - Hospital,Mr. JOSEPH DEVINE,,,POINT (-75.06528612499994 39.737020409000024)
NJ24149,END STAGE RENAL DIALYSIS,24149,"MARLTON DIALYSIS CENTER, LLC","769 E ROUTE 70 - BLDG C, SUITE 100",,MARLTON,NJ,08053,BURLINGTON,(856) 797-7044,(856) 797-7049,kimberly.johnson@davita.com,09/30/2021,"MARLTON DIALYSIS CENTER, LLC",2000 16TH STREET,"DENVER, CO  80202",Profit - LLC,Ms. KIMBERLY JOHNSON,,,POINT (-74.87944634899999 39.894542185000034)
NJ24484,AMBULATORY SURGICAL CENTER,24484,SURGICARE OF FREEHOLD,"901 WEST MAIN STREET, SUITE 302, CN 5050",,FREEHOLD,NJ,07728,MONMOUTH,(732) 303-1616,(732) 303-1661,mleonessa@sdvms.com,07/31/2021,"SURGICARE OF FREEHOLD, LLC","901 WEST MAIN STREET, SUITE 302, CN5050","FREEHOLD, NJ  07728",,. NICOLE HOWHANNESIAN,,,POINT (-74.31001296899996 40.24032800500004)
NJ24165,HOME HEALTH AGENCY,24165,"CEDAR CREST VILLAGE, INC. HOME HEALTH DEPARTMENT",1 CEDAR CREST VILLAGE DRIVE,,POMPTON PLAINS,NJ,07444,MORRIS,(973) 831-3717,(973) 831-3526,nancy.vandyke@erickson.com,03/31/2022,"CEDAR CREST VILLAGE, INC.",ONE CEDAR CREST VILLAGE DRIVE,"POMPTON PLAINS, NJ  07444",NonProfit - Corporation,. NANCY VAN DYKE,,,POINT (-74.32411324699996 40.984071852000056)
NJ1006,AMBULATORY CARE FACILITY - SATELLITE,24053,"COMMUNITY HEALTH CARE, INC WOMEN'S CENTER","105 MANHEIM AVENUE, SUITES 7, 8 & 9",,BRIDGETON,NJ,08302,CUMBERLAND,(856) 391-1124,(856) 455-3144,www.completecarenj.org,01/31/2022,COMPLETECARE HEALTH NETWORK-VINELAND HEALTH CAMPUS,785 W. SHERMAN AVENUE,"VINELAND, NJ  08360",Non-Profit - Corporation,. ROBERT MORAN,,,POINT (-75.21834598599997 39.43534599100008)
311865,FEDERALLY QUALIFIED HEALTH CENTERS,23983,RED BANK PRIMARY CARE CENTER,188 E BERGEN PLACE,,RED BANK,NJ,07701,MONMOUTH,(732) 219-6620,(732) 219-6628,patricia.schener@VNAHG.ORG,06/30/2021,"VNA OF CENTRAL JERSEY COMMUNITY HEALTH CENTER, INC",1301 MAIN STREET,"ASBURY PARK, NJ  07712",Non-Profit - Other,Mr. CHRISTOPHER RINN,,,POINT (-74.06543397999997 40.34250001000004)
NJ311558,HOSPICE CARE PROGRAM,23201,VITAS HEALTHCARE CORPORATION ATLANTIC,"70 SOUTH ORANGE AVENUE, SUITE 210",,LIVINGSTON,NJ,07039,ESSEX,(973) 994-4738,(973) 422-5385,CATHERINE.NEWBY@VITAS.COM,10/31/2021,VITAS HEALTHCARE ATLANTIC,70 S ORANGE AVENUE,"LIVINGSTON, NJ  07039",Profit - Corporation,Mr. JAMES COZINE,,,POINT (-74.36393903299995 40.77643700400006)
NJ22625,AMBULATORY CARE FACILITY - SATELLITE,22625,PLANNED PARENTHOOD OF METROPOLITAN NEW JERSEY,680 BROADWAY,,PATERSON,NJ,07514,PASSAIC,(973) 345-3883,(973) 345-4250,kisha.anderson@ppmnj.org,08/31/2021,PLANNED PARENTHOOD OF METROPOLITAN NEW JERSEY,240 MULBERRY STREET,"NEWARK, NJ  07102",Non-Profit - Other,Ms. ROSLYN ROGERS COLLINS,,,POINT (-74.144461419 40.91817741700004)
NJ311522,HOSPICE CARE PROGRAM,22376,VALLEY HOSPICE,15 ESSEX ROAD,,PARAMUS,NJ,07652,BERGEN,(201) 291-6000,(201) 291-6260,fhaghsh@valleyhealth.com,03/31/2022,"VALLEY HOME CARE, INC",15 ESSEX ROAD,"PARAMUS, NJ  07652",Non-Profit - Corporation,Ms. DONNA FRY,,,POINT (-74.07839600699998 40.93135301500007)
NJ317071,HOME HEALTH AGENCY,22371,VIRTUA HOME CARE AT WEST JERSEY,"523 FELLOWSHIP ROAD, SUITE 250",,MOUNT LAUREL,NJ,08054,BURLINGTON,(856) 581-7200,(856) 581-7201,ksinclair@virtua.org,09/30/2021,VIRTUA WEST JERSEY HEALTH SYSTEM,303 LIPPINCOTT DRIVE,"MARLTON, NJ  08053",Non-Profit - Hospital,. KAREN SINCLAIR,,,POINT (-74.95960904099996 39.93524299000006)
NJ24243,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1235,COOPER CYBERKNIFE CENTER,715 FELLOWSHIP ROAD,,MOUNT LAUREL,NJ,08054,BURLINGTON,(856) 638-1180,(856) 638-1188,,05/31/2021,COOPER HEALTH SYSTEM,ONE COOPER PLAZA,"CAMDEN, NJ  08103",Non-Profit - Hospital,Dr. ANTHONY MAZZARELLI,,,POINT (-74.96435202399994 39.92447098700006)
NJ24094,AMBULATORY SURGICAL CENTER,24094,MEADOWS SURGERY CENTER,75 ORIENT WAY,,RUTHERFORD,NJ,07070,BERGEN,(201) 661-7500,(201) 528-8232,rvitillo@meadowssurgery.com,11/30/2021,MEADOWS SURGERY CENTER LLC,75 ORIENT WAY,"RUTHERFORD, NJ  07070",,Ms. REBECCA VITILLO,,,POINT (-74.10194496299994 40.82538099100003)
NJ24041,AMBULATORY CARE FACILITY,24041,REGIONAL CANCER CENTER ASSOCIATES,155 STATE STREET,,HACKENSACK,NJ,07601,BERGEN,(551) 996-4050,(551) 996-4055,steven.murno@hmhn.org,01/31/2022,"REGIONAL CANCER CARE ASSOCIATES, LLC","25 MAIN STREET, SUITE 601","HACKENSACK, NJ  07601",Profit - Corporation,Ms. BRENDA HURTUBISE,,,POINT (-74.04549795899999 40.88331498700006)
NJ24265,AMBULATORY SURGICAL CENTER,24265,ACCELERATED SURGICAL CENTER OF NORTH JERSEY LLC,"680 BROADWAY, SUITE 203",,PATERSON,NJ,07514,PASSAIC,(973) 225-0732,(973) 968-6660,SAMRAHAT@GMAIL.COM,07/31/2021,ACCELERATED SURGICAL CENTER OF NORTH JERSEY LLC,"680 BROADWAY, SUITE 204","PATERSON, NJ  07514",,Mr. SAM RAHAT,,,POINT (-74.144461419 40.91817741700004)
NJ23489,AMBULATORY CARE FACILITY,23489,NJIN OF RUTHERFORD,69 ORIENT WAY,,RUTHERFORD,NJ,07070,BERGEN,(201) 933-5666,(201) 933-5662,joely.fiske@radnet.com,10/31/2021,"THE NEW JERSEY IMAGING NETWORK, L.L.C.",18 SQUADRON BOULEVARD,"NEW CITY, NY  10956",Profit - LLC,Ms. JOELY FISKE,,,POINT (-74.10201595799998 40.825632993000056)
NJ24773,AMBULATORY CARE FACILITY,24773,SOUTH JERSEY RADIOLOGY ASSOCIATES PA,158 ROUTE 73,,VOORHEES,NJ,08043,CAMDEN,(856) 768-3020,,bemmett@sjra.com,08/31/2021,"SOUTH JERSEY RADIOLOGY ASSOCIATES, P.A.",1307 WHITE HORSE ROAD #A-102,"VOORHEES, NJ  08043",Profit - Corporation,Mr. ROBERT EMMETT,,,POINT (-74.92464996599995 39.837800013000056)
NJ24444,END STAGE RENAL DIALYSIS,24444,FRESENIUS MEDICAL CARE EDISON,2 OLSEN AVENUE,,EDISON,NJ,08820,MIDDLESEX,(732) 549-3286,(732) 906-5452,clinic6916@fmc-na.com,03/31/2022,"BIO-MEDICAL APPLICATIONS OF NEW JERSEY, INC.",920 WINTER STREET,"WALTHAM, MA  02451",Profit - LLC,. MAUREEN KENNEDY-MCDONNELL,,,POINT (-74.38657796699994 40.56866701700005)
NJ24416,HOSPICE CARE BRANCH,24416,BARNABAS HEALTH HOME CARE AND HOSPICE,80 MAIN STREET,,WEST ORANGE,NJ,07052,ESSEX,(973) 412-2000,(973) 481-6395,ellen.gusick@vnahg.org,02/28/2022,"VNA HEALTH GROUP OF NEW JERSEY, LLC","23 MAIN STREET, SUITE D1","HOLMDEL, NJ  07733",Non-Profit - LLC,. ELLEN GUSICK,,,POINT (-74.23860200399997 40.78004499500003)
NJ40401,END STAGE RENAL DIALYSIS,40401,CHERRY HILL DIALYSIS,1030 NORTH KINGS HIGHWAY SUITE100,,CHERRY HILL,NJ,08034,CAMDEN,(856) 321-0111,(856) 321-0130,teresa.leonard@Davita.com,06/30/2021,"DVA RENAL HEALTHCARE, INC.",2000 16TH STREET,"DENVER, CO  80202",Profit - LLC,Ms. TERESA LEONARD,,,POINT (-75.00241097799994 39.92312799700005)
6530,FEDERALLY QUALIFIED HEALTH CENTERS,24967,SAINT JAMES HEALTH INC,"228 LAFAYETTE STREET, 2ND FLOOR AND 4TH FLOOR",,NEWARK,NJ,07105,ESSEX,(908) 578-7273,(973) 589-3762,BCARROLL@SJHEALTHNEWARK.COM,04/30/2021,"SAINT JAMES HEALTH, INC.","228 LAFAYETTE STREET, SECOND FLOOR","NEWARK, NJ  07105",,Ms. NICOLE FIELDS,,,POINT (-74.16271895799997 40.72900498800004)
NJ22922,COMPREHENSIVE REHABILITATION HOSPITAL,22922,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TINTON FALLS,2 CENTRE PLAZA,,TINTON FALLS,NJ,07724,MONMOUTH,(732) 460-5320,(732) 460-7446,beth.lynch@encompasshealth.com,04/30/2021,"MMC ENCOMPASS HEALTH REHABILITATION HOSPITAL, LLC",9001 LIBERTY PARKWAY,"BIRMININGHAM, AL  35242",,Ms. BETH LYNCH,,60,POINT (-74.07971699399997 40.28282299700004)
NJ24813,AMBULATORY CARE FACILITY,24813,SUMMIT MEDICAL GROUP,140 PARK AVENUE,,FLORHAM PARK,NJ,07932,MORRIS,(908) 273-4300,,,07/31/2021,"SUMMIT MEDICAL GROUP, PA",1 DIAMOND HILL ROAD,"BERKELEY HEIGHTS, NJ  07922",Profit - Corporation,Dr. JEFFREY LE BENGER,,,POINT (-74.42717295499996 40.77476930000006)
NJ22624,AMBULATORY CARE FACILITY,22624,NJIN OF WOODBRIDGE,1500 SAINT GEORGES AVENUE,,AVENEL,NJ,07001,MIDDLESEX,(732) 574-8999,(732) 574-3488,peter.sulovski@radnet.com,02/28/2022,"NEW JERSEY IMAGING NETWORKS, LLC",95 OLD SHORT HILLS ROAD,"WEST ORANGE, NJ  07052",Profit - LLC,. JUDITH LUKSA,,,POINT (-74.28870801499994 40.59030900700003)
NJ25202,END STAGE RENAL DIALYSIS,25202,FRESENIUS KIDNEY CARE PERTH AMBOY,530 NEW BRUNSWICK AVENUE,,PERTH AMBOY,NJ,08861,MIDDLESEX,(732) 293-1640,(732) 293-1648,clinic100726@fmc-na.com,01/31/2021,"FRESENIUS MEDICAL CARE PERTH AMBOY, LLC",920 WINTER STREET,"WALTHAM, MA  02451",,. MAUREEN MARSHALL,,,POINT (-74.28143659199998 40.51890469700004)
NJ31C0001151,AMBULATORY SURGICAL CENTER,22962,JERSEY SHORE AMBULATORY SURGERY CENTER,"405 BETHEL ROAD, BLDG B",,SOMERS POINT,NJ,08244,ATLANTIC,(609) 601-7601,(609) 601-7910,dsimiriglia@jsasc.com,08/31/2021,"SHORE AMBULATORY SURGICAL CENTER, LLC","405 BETHEL ROAD, BUILDING B","SOMERS POINT, NJ  08244",Profit - LLC,Ms. DONNA SIMIRIGLIA,R.N.,,POINT (-74.59414705399998 39.32301490300006)
NJ1414,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1414,HACKENSACKUMC FITNESS AND WELLNESS CENTER B,86 ROUTE 17 NORTH,,MAYWOOD,NJ,07607,BERGEN,(551) 996-4205,(551) 996-2574,ihor.sawczuk@hackensackmeridian.org,10/31/2021,HMH HOSPITALS CORPORATION,343 THORNALL STREET 8TH FL,"EDISON, NJ  08837",Non-Profit - Hospital,Mr. MARK SPARTA,,,POINT (-74.07115684799999 40.892666809000055)
NJ23439,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1282,INSPIRA SLEEP CENTER VINELAND,165 BRIDGETON PIKE,,MULLICA HILL,NJ,08062,GLOUCESTER,(856) 853-2131,(856) 793-4198,kerslaked@ihn.org,01/31/2022,"INSPIRA MEDICAL CENTERS, INC",165 BRIDGETON PIKE,"MULLICA, NJ  08062",Non-Profit - Hospital,Ms. AMY MANSUE,,,POINT (-75.21523998799995 39.721199986000045)
31C0001042,AMBULATORY SURGICAL CENTER,22496,CLIFTON SURGERY CENTER,"1117 ROUTE 46 EAST, SUITE 303",,CLIFTON,NJ,07013,PASSAIC,(973) 779-7210,(973) 779-7387,MICHAELCLIFTONSURGERY@YAHOO.COM,12/31/2021,"CLIFTON SURGERY CENTER, INC.","117 ROUTE 46 EAST, SUITE 303","CLIFTON, NJ  07013",Profit - Partnership,Mr. MICHAEL GRAZIANO,,,POINT (-74.18258882999999 40.87004940700007)
NJ1062,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1053,KENNEDY DIAGNOSTIC AND TREATMENT CENTER,"900 MEDICAL CENTER DRIVE, SUITE 101",,SEWELL,NJ,08080,GLOUCESTER,(856) 582-3008,(856) 582-3009,jw.devine@kennedyhealth.org,12/31/2021,"KENNEDY UNIVERSITY HOSPITAL, INC. (WASHINGTON TWP",435 HURFVILLE-CROSSKEYS ROAD,"TURNERSVILLE, NJ  08012",Non-Profit - Hospital,Mr. JOSEPH DEVINE,,,POINT (-75.06347554699994 39.738173510000024)
NJ25241,AMBULATORY CARE FACILITY - SATELLITE,25241,TEEN CENTER AT VINELAND HIGH SCHOOL,3010 EAST CHESTNUT AVENUE,,VINELAND,NJ,08361,CUMBERLAND,(856) 451-4700,,cedwards@chcinj.org,10/31/2021,COMPLETECARE HEALTH NETWORK-VINELAND HEALTH CAMPUS,785 W SHERMAN AVENUE,"VINELAND, NJ  08360",Profit - Corporation,. JAMES EDWARDS,,,POINT (-74.97007081799995 39.47633893500006)
NJ24426,SPECIAL HOSPITAL,23098,CARE ONE AT SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVENUE,,NEW BRUNSWICK,NJ,08901,MIDDLESEX,(732) 324-6090,(732) 324-6091,ncuriel@care-one.com,10/31/2021,THE REHABILITATION HOSPITAL AT RARITAN BAY MC,225 WILLIAMSON STREET,"ELIZABETH, NJ  07202",Profit - LLC,Ms. SHARON BREADY,,25,POINT (-74.45976296199996 40.500975019000066)
NJ31C0001096,AMBULATORY SURGICAL CENTER,22341,INSPIRA HEALTH SURGICAL AND VASCULAR CENTER,"907 NORTH MAIN  ROAD, BLDG C",,VINELAND,NJ,08360,CUMBERLAND,(856) 692-3309,(856) 692-4155,brydgess1@ihn.org,10/31/2021,"OAK AND MAIN SURGICENTER, L.L.C.","907 NORTH MAIN ROAD, BLDG C","VINELAND, NJ  08360",Profit - LLC,Ms. SUSAN BRYDGES,,,POINT (-74.99347000099993 39.49830699200004)
NJ317022,HOME HEALTH AGENCY,22250,"VISITING NURSE ASSOCIATION OF ENGLEWOOD, INC.",15 ENGLE STREET,,ENGLEWOOD,NJ,07631,BERGEN,(201) 894-3333,(201) 894-1710,ellen.gusick@vnahg.org,05/31/2021,"VISITING NURSE ASSOCIATION OF ENGLEWOOD, INC.",15 ENGLE STREET,"ENGLEWOOD, NJ  07631",Non-Profit - Corporation,Ms. ELLEN GUSICK,,,POINT (-73.97248998899994 40.89357100000007)
NJ24470,AMBULATORY CARE FACILITY,24470,PROCURE PROTON THERAPY CENTER,103 CEDAR GROVE LANE,,SOMERSET,NJ,08873,SOMERSET,(732) 357-2600,(732) 412-7438,tom.wang@nj.procure.com,01/31/2022,PRINCETON PROCURE MANAGEMENT LLC,103 CEDAR GROVE LANE,"SOMERSET, NJ  08873",,. TOM WANG,,,POINT (-74.51859980499995 40.524811904000046)
NJ25051,AMBULATORY CARE FACILITY,25051,NJIN OF BAYONNE,"519 BROADWAY, SUITE 155",,BAYONNE,NJ,07002,HUDSON,(201) 608-6250,(201) 608-6260,peter.sulovski@radnet.com,05/31/2021,"NEW JERSEY IMAGING NETWORKS, LLC",95 OLD SHORT HILLS ROAD,"WEST ORANGE, NJ  07052",Profit - LLC,Ms. ANGELA LEWANDOWSKI,,,POINT (-74.11773596599994 40.66474701300007)
NJ22713,AMBULATORY CARE FACILITY,22713,SHORE IMAGING,1166 RIVER AVENUE,,LAKEWOOD,NJ,08701,OCEAN,(732) 364-9565,(732) 364-9730,contact@myshoreimaging.com,12/31/2018,"SHORE IMAGING, P.C.",1166 RIVER AVENUE,",",,Dr. HARPREET KAUR,,,POINT (-74.22134802399995 40.056480011000076)
NJ24740,AMBULATORY CARE FACILITY - SATELLITE,24740,ZUFALL HEALTH CENTER-FLEMINGTON DENTAL,"361 ROUTE 31, BUILDING C, SUITE 701 & 703",,FLEMINGTON,NJ,08822,HUNTERDON,(973) 328-9100,,eturbiner@zufallhealth.org,06/30/2021,ZUFALL HEALTH CENTER,18 WEST BLACKWELL STREET,"DOVER, NJ  07801",,Ms. EVA TURBINER,,,POINT (-74.85698303 40.547366003000036)
NJ22548,AMBULATORY CARE FACILITY,22548,"ADVANCED DIAGNOSTIC IMAGING OF NEW JERSEY, INC",34 ROUTE 17 NORTH,,PARAMUS,NJ,07652,BERGEN,(201) 368-2005,(201) 368-1431,office@openmri17.com,12/31/2021,"ADVANCED DIAGNOSTIC IMAGING OF NEW JERSEY, INC",34 ROUTE 17 NORTH,"PARAMUS, NJ  07652",,. JONATHAN MORA,,,POINT (-74.07254262499998 40.91681991100006)
NJ24071,END STAGE RENAL DIALYSIS,24071,RENAL CARE GROUP MAPLEWOOD,2130 MILBURN AVENUE,,MAPLEWOOD,NJ,07040,ESSEX,(973) 275-5499,(973) 275-5103,maria.v.bury@fmc-na.com,08/31/2021,RENAL CARE GROUP,"2525 WEST END AVENUE, SUITE 600","NASHVILLE, TN  37203",Profit - Corporation,Ms. MARIA BURY,,,POINT (-74.28099197099993 40.72184898000006)
NJ1154,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1154,VIRTUA SLEEP CARE AT MOUNT HOLLY,"101 BURRS ROAD, BUILDING 1, SUITE F",,WESTAMPTON,NJ,08060,BURLINGTON,(609) 914-6000,(609) 914-6201,cfoody@virtual.org,11/30/2021,"VIRTUA-MEMORIAL HOSPITAL OF BURLINGTON CO., INC",175 MADISON AVENUE,"MOUNT HOLLY, NJ  08060",Non-Profit - Hospital,Mr. JOHN KIRBY,,,POINT (-74.80580396699997 40.01834800900008)
NJ31C0001033,AMBULATORY SURGICAL CENTER,24273,ENDOSCOPY CENTER OF MONMOUTH COUNTY,"222 SCHANCK ROAD, SUITE 100",,FREEHOLD,NJ,07728,MONMOUTH,(732) 845-0990,(732) 845-0088,tbrinkley@freeholdendoscopy.com,12/31/2021,FREEHOLD ENDOSCOPY ASSOCIATES LLC,"222 SCHANCK ROAD, SUITE 100","FREEHOLD, NJ  07728",Profit - LLC,Ms. ROCHELE HERZOG,,,POINT (-74.28790603499993 40.238117990000035)
NJ31C0001152,AMBULATORY SURGICAL CENTER,23065,"ENDOSCOPY CENTER OF HACKENSACK, LLC","170 PROSPECT AVENUE, SUITE 10",,HACKENSACK,NJ,07601,BERGEN,(201) 498-0030,(201) 708-6300,ashechter@uspi.com,12/31/2021,"ENDOSCOPY CENTER OF HACKENSACK, L.L.C.","170 PROSPECT AVENUE, SUITE 10","HACKENSACK, NJ  07601",Profit - LLC,Mr. AARON SHECHTER,,,POINT (-74.05528500399998 40.88828998200006)
NJR25143,,R25143,"AMBULATORY SURGICAL CENTER OF POMPTON LAKES, LLC",111 WANAQUE AVENUE,,POMPTON LAKES,NJ,07442,PASSAIC,(862) 330-3300,(975) 968-6660,,01/31/2021,"AMBULATORY SURGICAL CENTER OF POMPTON LAKES, LLC",111 WANAQUE AVENUE,"POMPTON PLAINS, NJ  07442",,Dr. IRFAN ALLADIN,,,POINT (-74.29128796499998 41.006193017000044)
NJ31C0001119,AMBULATORY SURGICAL CENTER,R24622,NORTH JERSEY GASTROENTEROLOGY & ENDOSCOPY CENTER PA,1825 ROUTE 23 SOUTH,,WAYNE,NJ,07470,PASSAIC,(973) 996-4009,(973) 633-7980,janet.marshall@amsurg.com,03/31/2022,NORTH JERSEY GASTROENTEROLOGY AND ENDOSCOPY CENTER,1825 ROUTE 23 SOUTH,"WAYNE, NJ  07470",,. JANET MARSHALL,,,POINT (-74.27308457699996 40.94534432800003)
NJ24851,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1452,SAINT CLARE'S HEALTH SYSTEM-LAKELAND CARDIOLOGY CENTER,"765 ROUTE 10, SUITE 104",,RANDOLPH,NJ,07869,MORRIS,(973) 983-5569,(973) 983-5565,BrianFinestein@primehealthcare.com,12/31/2020,PRIME HEALTHCARE SERVICES-SAINT CLARE'S LLC,25 POCONO ROAD,"DENVILLE, NJ  07834",Profit - Hospital,Mr.. BRIAN FINESTEIN,,,POINT (-74.59058996999994 40.85937799000004)
NJ1128,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1128,THE CENTER FOR WOUND HEALING,543 EGG HARBOR ROAD,,TURNERSVILLE,NJ,08012,GLOUCESTER,(856) 256-2063,(856) 256-2064,jw.devine@kennedyhealth.org,12/31/2021,"KENNEDY UNIVERSITY HOSPITAL, INC. (WASHINGTON TWP",435 HURFVILLE-CROSSKEYS ROAD,"TURNERSVILLE, NJ  08012",Non-Profit - Hospital,Mr. JOSEPH DEVINE,,,POINT (-75.06546723299994 39.737061304000065)
NJ25056,AMBULATORY CARE FACILITY,25056,HENRY J AUSTIN HEALTH CENTER AT CATHOLIC CHARITIES,10 SOUTHARD STREET,,TRENTON,NJ,08609,MERCER,(609) 278-5939,,rachael.evans@henryjaustin.org,04/30/2019,"HENRY J. AUSTIN HEALTH CENTER, INC.",321 NORTH WARREN STREET,"TRENTON, NJ  08618",Non-Profit - Corporation,Dr. KEMI ALLI,,,POINT (-74.75584698599994 40.223018997000054)
NJ317077,HOME HEALTH AGENCY,70205,HOLY NAME HOME CARE,718 TEANECK ROAD,,TEANECK,NJ,07666,BERGEN,(201) 833-3000,(201) 227-6063,jficks@holyname.org,04/30/2021,HOLY NAME MEDICAL CENTER,718 TEANECK ROAD,"TEANECK, NJ  07666",NonProfit - Religious Affiliation,. MICHELE AMUNDSON,,,POINT (-74.00905998099995 40.883299984000075)
NJ312524,END STAGE RENAL DIALYSIS,80127,BERGEN RENAL HOME PD CENTER LLC,"222 CEDAR LANE, SUITE 103",,TEANECK,NJ,07666,BERGEN,(201) 692-0004,(201) 692-7776,clinic7022@fmc-na.com,03/31/2022,"BERGEN RENAL HOME PD CENTER, L.L.C.","222 CEDAR LANE, SUITE 103","TEANECK, NJ  07666",,Ms. DEBORA KEARNEY,,,POINT (-74.01476596199996 40.88628700000004)
NJ22747,HOSPICE CARE BRANCH,22747,HACKENSACK MERIDIAN HEALTH HOSPICE,80 NAUTILUS DRIVE,,MANAHAWKIN,NJ,08050,OCEAN,(609) 489-0252,(609) 489-0371,angela.barody@hackensackmeridian.org,02/28/2022,"HMH RESIDENTIAL CARE, INC.",343 THORNALL STREET,"EDISON, NJ  08837",Non-Profit - Corporation,. ANGELA BARODY,,,POINT (-74.28217727599997 39.72091515900007)
NJ24819,HOSPICE CARE PROGRAM,24819,"SEASONS HOSPICE & PALLIATIVE CARE OF NEW JERSEY, LLC","2147 ROUTE 27 SOUTH, SUITE 101",,EDISON,NJ,08817,MIDDLESEX,(866) 243-2157,(609) 570-4801,tgreen@seasons.org,06/30/2021,SEASONS HOSPICE & PALLIATIVE CARE OF NEW JERSEY LL,"2445 KUSER ROAD, SUITE 100","HAMILTON, NJ  08690",,Ms. MARISA BISERNA,,,POINT (-74.38466303699994 40.529205981000075)
